row.ID,annotation.network.number
3921,NA
3703,NA
3659,NA
3799,NA
3775,NA
3740,NA
3767,NA
3925,NA
3712,NA
3818,NA
3801,NA
3804,NA
3813,NA
3802,NA
3856,NA
3822,NA
3755,NA
3820,NA
3827,NA
3982,NA
3847,NA
3824,NA
3823,NA
3834,NA
3761,NA
3825,NA
3830,NA
3853,NA
3850,NA
3841,NA
3776,NA
3829,NA
3769,NA
3833,NA
3835,NA
3846,NA
3993,NA
4106,NA
3836,NA
3771,NA
3893,NA
3905,NA
3837,NA
3907,NA
3904,NA
3797,NA
3908,NA
3969,NA
3843,NA
3714,NA
3895,NA
3997,NA
3909,NA
4311,NA
3900,NA
3894,NA
3862,NA
3912,NA
3867,NA
3896,NA
3915,NA
3923,NA
3944,NA
3649,NA
3887,NA
3976,NA
3864,NA
3780,NA
3914,NA
3832,NA
3892,NA
3928,NA
3989,NA
4078,NA
4002,NA
4000,NA
4020,NA
4066,NA
4104,NA
4068,NA
3913,NA
4027,NA
3848,NA
4021,NA
3970,NA
3859,NA
3911,NA
4044,NA
4059,NA
3910,NA
4005,NA
3941,NA
4072,NA
4076,NA
4025,NA
4046,NA
4051,NA
4107,NA
4071,NA
3951,NA
4113,NA
4086,NA
4062,NA
4013,NA
4039,NA
4006,NA
4081,NA
4014,NA
4003,NA
4018,NA
4088,NA
3999,NA
4012,NA
4103,NA
4131,NA
4221,NA
4085,NA
4105,NA
3968,NA
4132,NA
4112,NA
4160,NA
4139,NA
3873,NA
4063,NA
4136,NA
4137,NA
4049,NA
4146,NA
4148,NA
4007,NA
4159,NA
4141,NA
4475,NA
4008,NA
4172,NA
4101,NA
4149,NA
4151,NA
4220,NA
4190,NA
4135,NA
4157,NA
4179,NA
3927,NA
4099,NA
4186,NA
3660,NA
4211,NA
4100,NA
4029,NA
4212,NA
4202,NA
4253,NA
4234,NA
4191,NA
4189,NA
4210,NA
4276,82
4296,NA
4143,NA
4256,82
4116,NA
4183,NA
4584,NA
4267,84
4239,NA
4241,NA
4270,NA
4079,NA
4269,NA
4396,NA
4334,84
4266,NA
4284,NA
4242,NA
4263,NA
4278,NA
4271,NA
4153,NA
4273,NA
4331,NA
4268,NA
4301,NA
4305,NA
3930,NA
4320,NA
4274,NA
4249,NA
4335,84
4201,NA
4265,84
4198,NA
4281,NA
4295,NA
4341,NA
